Frames	sa_pro	sa_A	sa_C	sa_buried
51	12678.84863	12792.86426	345.9117737	459.9273987
52	12600.56738	12726.44434	351.7073669	477.5843201
53	12704.21582	12787.6875	331.6803589	415.1520386
54	12753.59766	12809.1084	339.0583191	394.5690613
55	12632.73047	12734.36719	349.3649902	451.001709
56	12848.78711	12919.96973	348.6373901	419.8200073
57	12857.27734	12949.24023	348.4870605	440.4499512
58	12620.63867	12713.1709	345.0340881	437.5663147
59	12803.68359	12884.74414	348.56073	429.6212769
60	12831.56152	12889.48633	345.8883362	403.8131409
61	13009.89844	13053.76953	358.7495728	402.6206665
62	12845.30566	12908.67285	349.0493164	412.4165039
63	12826.87109	12871.28516	351.2398987	395.6539612
64	12874.49414	12876.4082	354.9168091	356.8308716
65	12841.99023	12866.63965	350.8568726	375.5062866
66	12667.53711	12719.86035	337.2077332	389.5309753
67	12853.22754	12896.72559	350.3670654	393.8651123
68	12642.58691	12699.18652	350.1230164	406.7226257
69	12665.12109	12722.68164	348.7829285	406.3434753
70	12736.01953	12668.72754	335.3761292	268.084137
71	12688.25879	12761.32813	347.9794617	421.0487976
72	12860.36133	12929.29297	347.7376404	416.669281
73	12619.49219	12676.47852	336.1635132	393.1498413
74	12614.27051	12634.0791	337.655365	357.4639587
75	12678.92383	12738.26465	340.9407959	400.2816162
76	12768.62109	12779.94141	336.9831238	348.3034363
77	12726.5957	12760.22461	340.4371033	374.0660095
78	12773.03516	12828.14258	339.7137451	394.821167
79	12707.68262	12801.14258	341.5318604	434.9918213
80	12708.9668	12801.50391	344.6231995	437.1603088
81	12948.9082	13018.44727	348.0578003	417.5968628
82	13107.71387	13163.8623	348.9008484	405.0492859
83	12840.44043	12829.07422	347.4144287	336.0482178
84	12912.68262	12942.8916	335.4188232	365.6278076
85	12879.54688	12918.80371	344.8808289	384.1376648
86	12787.83887	12868.95703	340.2619019	421.3800659
87	12837.50586	12912.94629	346.9509888	422.3914185
88	12738.58887	12860.82715	342.9516296	465.1899109
89	12912.46582	12961.87012	350.7198792	400.124176
90	12633.52539	12687.76172	340.947998	395.1843262
91	12891.4209	12978.26758	352.6880188	439.5346985
92	12821.625	12897.17773	345.2361755	420.7889099
93	12749.78125	12814.13867	343.9797668	408.3371887
94	12902.85156	12961.19922	341.8545837	400.20224
95	12779.47559	12847.1582	349.2936096	416.9762268
96	12620.83203	12694.69336	345.4664001	419.3277283
97	12793.91309	12845.43555	336.8327637	388.3552246
98	12724.32617	12818.8457	342.3783569	436.8978882
99	12839.72754	12892.76953	343.3248291	396.3668213
100	12821.44922	12870.34668	339.8537598	388.7512207
101	12886.3291	12966.94238	336.8742676	417.4875488
102	12888.62109	12955.56738	336.7614136	403.7077026
103	13293.96875	13318.83398	351.1459045	376.0111389
104	12977.57617	13038.24805	340.6134644	401.2853394
105	13079.06641	13107.28027	337.0909119	365.3047791
106	12555.28125	12647.47949	350.6759338	442.874176
107	12748.85156	12824.11816	351.7121277	426.9787292
108	12813.40332	12872.17871	356.1669006	414.9422913
109	13048.4375	13084.64063	351.7297058	387.9328308
110	12852.15332	12934.6416	336.5108643	418.9991455
111	12860.60254	12922.78809	351.5098267	413.6953735
112	12628.05469	12691.64355	356.1553345	419.7442017
113	12821.96582	12897.70313	352.1580505	427.8953552
114	12854.16602	12924.65332	349.1478577	419.6351624
115	12714.38281	12774.87402	358.2094421	418.7006531
116	12643.59375	12713.45508	353.8825989	423.743927
117	12610.37402	12664.33398	357.487915	411.447876
118	12833.67969	12896.18848	348.9847412	411.4935303
119	12704.76758	12765.31152	349.144043	409.6879883
120	12816.11035	12881.33594	349.4851074	414.7106934
121	12972.69238	13038.03418	346.0663147	411.4081116
122	12648.01367	12670.48535	348.3765259	370.8482056
123	12679.33301	12730.48828	351.6002808	402.7555542
124	12710.69531	12757.97754	349.9623718	397.2445984
125	12882.06445	12998.25391	350.6731567	466.8626099
126	12999.52734	13031.81738	345.8434143	378.1334534
127	12903.75391	12976.37402	341.6575317	414.2776489
128	12931.7666	12980.24805	350.6723938	399.1538391
129	12837.9541	12944.14258	337.6471252	443.8356018
130	13025.57715	13108.61328	343.3434143	426.3795471
131	12913.01563	13065.92188	344.3821716	497.2884216
132	12874.36621	13004.62305	339.4737549	469.7305908
133	12843.36035	12951.7666	336.8818359	445.2880859
134	12652.96582	12766.57617	340.3393555	453.949707
135	12918.69531	13020.03125	338.6411438	439.9770813
136	12616.33984	12779.17773	346.6841125	509.5220032
137	12725.54297	12798.52734	340.1316833	413.1160583
138	12762.07422	12853.75879	333.0058594	424.6904297
139	12740.30762	12880.98535	335.8686829	476.5464172
140	12967.64746	13066.86719	344.1743164	443.394043
141	13017.37207	13118.39648	342.8713989	443.895813
142	13017.37012	13064.54785	348.9311829	396.1089172
143	12852.35547	12883.28125	348.8115845	379.7373657
144	12775.37988	12830.46582	338.0997925	393.18573
145	12788.91211	12873.41992	347.3830261	431.8908386
146	12884.14258	12941.6582	349.9199524	407.4355774
147	12653.19727	12734.62012	354.9402161	436.3630676
148	12863.56641	12956.91895	345.6976013	439.0501404
149	13000.36035	13057.04688	351.1051636	407.791687
150	13010.71289	13075.52441	344.9569702	409.7684937
151	12997.48926	13044.09375	337.0795593	383.6840515
152	12824.38965	12857.43164	326.3117371	359.3537292
153	13138.16113	13163.96484	328.2208252	354.0245361
154	12847.23047	12872.56641	348.6803894	374.0163269
155	13034.11328	13005.1084	348.918396	319.9135132
156	12977.46289	13015.66113	342.3204956	380.5187378
157	12675.76855	12691.59961	339.09375	354.9248047
158	12789.74121	12797.91797	350.9104004	359.0871582
159	12748.39355	12733.23438	349.8651123	334.7059326
160	13190.90918	13185.25684	340.2171326	334.5647888
161	12915.92773	12920.53125	341.2923584	345.895874
162	13052.2373	13058.29102	352.9720764	359.0257874
163	13144.17188	13163.13867	345.2524719	364.2192688
164	12991.49707	12913.62793	344.31604	266.4468994
165	13157.12793	13147.79004	347.3646851	338.0267944
166	12964.83594	12931.0791	351.8405457	318.0837097
167	13121.22461	13065.36523	339.0427246	283.1833496
168	12797.69043	12806.83887	341.0913086	350.2397461
169	12818.65918	12837.48535	342.6821899	361.5083618
170	12923.52637	12885.77051	342.3677979	304.6119385
171	13104.12793	13058.3125	343.0206909	297.2052612
172	13135.08984	13111.25195	340.5607605	316.7228699
173	13058.37793	13007.48145	347.9328613	297.036377
174	13159.28027	13119.50293	342.377594	302.6002502
175	13230.38672	13204.06836	365.7626343	339.4442749
176	13379.42188	13309.42676	345.1339111	275.1387939
177	13257.63184	13272.50781	341.1149292	355.9909058
178	13076.84473	13129.98926	342.343689	395.4882202
179	12932.78516	12897.86035	342.9629517	308.038147
180	13008.75391	13066.04297	335.2954102	392.5844727
181	13293.46094	13348.0127	340.1332397	394.6849976
182	13003.55273	13035.62402	342.2521973	374.3234863
183	12985.83691	13020.5293	344.8974304	379.5898132
184	12769.49805	12827.12012	330.3771667	387.9992371
185	12837.12012	12884.9209	335.4720764	383.2728577
186	12772.94629	12797.22754	327.0380554	351.3193054
187	12836.73828	12881.08594	340.0570984	384.4047546
188	12985.04004	13045.13281	327.5979919	387.6907654
189	13055.51367	13099.15332	327.3153076	370.9549561
190	13117.67871	13174.85938	332.6137695	389.7944336
191	12936.7666	13014.43164	338.0652771	415.7303162
192	12930.33301	13012.62891	332.522583	414.8184814
193	12893.31738	12976.42773	332.8769226	415.9872742
194	12973.08398	13032.58691	341.9041138	401.4070435
195	12711.8457	12742	341.5456848	371.6999817
196	12885.05371	12940.66211	332.8889771	388.4973755
197	12718.11621	12794.2998	339.7668457	415.9504395
198	12926.71387	12963.02832	334.0855103	370.3999634
199	12737.79883	12788.0459	341.3705139	391.6175842
200	12591.43945	12662.58301	331.7831421	402.9266968
201	13040.5498	13116.14844	336.4900208	412.0886536
202	12932.58105	13027.5957	338.1972656	433.2119141
203	13021.75293	13084.64551	335.307251	398.1998291
204	13095.41504	13171.81543	337.9351501	414.3355408
205	12989.88379	13038.25098	342.6417236	391.0089111
206	13020.08301	13116.52051	339.5478821	435.9853821
207	12868.37402	12983.39355	340.4285278	455.4480591
208	12850.51758	12945.32422	339.4091492	434.2157898
209	12687.66895	12802.21973	331.4370422	445.9878235
210	12961.2207	13072.87207	339.4901123	451.1414795
211	12620.5	12752.79102	337.3884888	469.6795044
212	12709.69043	12828.95801	343.9898376	463.2574158
213	12631.0293	12740.88477	334.102356	443.9578247
214	12601.24219	12724.43262	338.2756653	461.466095
215	12798.56348	12876.00781	335.2122192	412.6565552
216	13016.4541	13080.25879	334.7766724	398.5813599
217	12992.9375	13067.28711	338.6755371	413.0251465
218	12975.16016	13043.58496	340.3920898	408.8168945
219	13060.0752	13142.25488	333.8942566	416.0739441
220	13192.16016	13258.7793	347.7901917	414.4093323
221	13341.35938	13438.99902	352.725769	450.3654175
222	12984.87988	13103.09766	337.6734924	455.8912659
223	13203.08594	13256.35352	342.922699	396.1902771
224	13122.60156	13168.53906	346.5950928	392.5325928
225	13037.91602	13094.75391	353.5453186	410.3832092
226	13022.6748	13064.44043	350.2378845	392.0035095
227	13223.59863	13293.56738	346.0974731	416.0662231
228	12962.91113	13016.07031	348.1528625	401.3120422
229	13278.03809	13324.80176	357.341095	404.1047668
230	13067.67285	13128.16699	346.3973083	406.891449
231	13129.84473	13230.53516	338.7275696	439.4179993
232	12996.84082	13071.52734	340.1955872	414.8821106
233	13013.57324	13039.01855	347.9369507	373.3822632
234	12954.04004	12943.36816	346.3274841	335.6556091
235	12854.86621	12876.62598	335.3328857	357.0926514
236	12926.47754	12925.29492	362.973877	361.7912598
237	12911.30273	12927.27734	352.8187256	368.793335
238	12835.48438	12833.94922	354.8295898	353.2944336
239	13026.9668	13069.5752	353.9738159	396.5822144
240	12952.18066	12994.81934	346.6337891	389.2724609
241	12709.59375	12739.87012	356.7098083	386.9861755
242	12966.43945	12972.41602	340.9420166	346.9185791
243	12815.38086	12921.66406	351.9413757	458.2245789
244	13048.18945	13081.09766	331.4493713	364.3575745
245	12934.76758	12978.76563	350.4368896	394.4349365
246	13045.41797	13052.78809	353.8232727	361.1933899
247	12921.07129	12949.89063	350.9345093	379.7538452
248	12959.35254	13004.70801	346.070343	391.4258118
249	12841.19043	12870.7998	346.5023499	376.1117249
250	12808.37793	12810.50977	345.2937317	347.4255676
251	12856.69824	12861.8291	357.31073	362.4415894
252	12772.00098	12772.5625	356.5561829	357.1177063
253	12720.01172	12781.47363	348.0831909	409.545105
254	12647.92871	12692.6123	343.9390869	388.6226807
255	12772.14453	12767.37598	337.1087036	332.3401489
256	12783.31055	12836.74805	341.8591309	395.2966309
257	12696.59375	12817.02148	340.8065491	461.2342834
258	12631.41113	12719.25977	329.9718323	417.8204651
259	12925.47363	12973.3877	351.4449463	399.3590088
260	12512.19141	12571.5957	338.6061707	398.0104675
261	12911.1875	12998.22559	335.6387329	422.6768188
262	12765.28125	12872.27637	344.5030518	451.4981689
263	12928.24707	12987.00098	344.286438	403.0403442
264	12748.52734	12831.74316	351.3826294	434.5984497
265	12765.70313	12853.28711	350.0868225	437.6708069
266	12998.77246	13033.75488	347.3634338	382.3458557
267	13167.30762	13186.40234	354.1764221	373.2711487
268	12978.41406	13089.23926	345.0448914	455.8700867
269	12772.27734	12859.22461	334.067688	421.0149536
270	12735.56543	12862.6709	340.0895081	467.1949768
271	12863.60352	13006.54492	334.8807373	477.8221436
272	12806.18945	12928.02539	342.9013367	464.7372742
273	12791.3457	12843.49316	348.2827759	400.4302368
274	12712.58691	12814.24512	338.0831604	439.7413635
275	12657.21777	12742.75684	335.0365601	420.5756226
276	12392.58203	12429.91504	333.6643372	370.997345
277	12635.99902	12710.2002	338.6488953	412.8500671
278	12435.32422	12543.03613	330.7918396	438.5037537
279	12690.64453	12742.39551	345.7382813	397.4892578
280	12658.21875	12740.81152	336.9966736	419.589447
281	12562.77734	12661.6084	346.4259338	445.2569885
282	12617.00781	12734.27441	341.3981323	458.6647339
283	12641.48047	12752.9248	348.0533142	459.4976501
284	12728.42383	12832.89551	340.4971619	444.9688416
285	12556.00195	12601.69824	349.0184631	394.7147522
286	12483.14453	12548.7832	346.8788452	412.5175171
287	12513.24609	12563.94043	347.8206177	398.5149536
288	12390.37598	12470.32227	347.6627502	427.6090393
289	12720.1084	12773.47168	347.2131042	400.5763855
290	12675.93164	12713.47949	338.1000061	375.6478577
291	12508.17773	12584.2793	341.3695068	417.4710693
292	12848.26074	12880.87402	348.6419373	381.2552185
293	12588.64355	12653.89941	345.3683777	410.6242371
294	12806.53711	12881.49219	346.8484497	421.8035278
295	12966.15234	13024.85449	354.7597351	413.4618835
296	12796.36328	12840.29199	359.5515442	403.4802551
297	12906.76172	12971.86621	343.7676697	408.8721619
298	12747.57129	12832.41797	342.6070557	427.4537354
299	12764.63574	12882.28711	344.9903564	462.6417236
300	12752.625	12841.85059	346.539093	435.764679
301	12855.96289	12922.93359	348.3292847	415.2999878
302	12789.08008	12852.16211	345.4229431	408.5049744
303	12897.65234	12957.80566	334.5597839	394.7131042
304	12856.58301	12954.55176	346.3540955	444.3228455
305	12822.4082	12889.21875	347.8931885	414.7037354
306	12723.21094	12809.35059	351.5729065	437.7125549
307	12783.69043	12827.82129	353.8936768	398.0245361
308	12906.71582	13009.97266	343.9260254	447.1828613
309	12758.05664	12847.85938	344.3057556	434.10849
310	12951.14844	13070.92969	346.4661865	466.2474365
311	12670.96387	12794.86523	345.9205322	469.8218994
312	12819.18164	12839.5791	358.3434143	378.7408752
313	12769.9248	12817.51758	357.9903259	405.5830994
314	12538.72852	12610.84082	350.1138916	422.2261963
315	12560.82031	12596.29785	350.2441406	385.7216797
316	12798.4248	12857.93066	361.8081665	421.3140259
317	12729.39258	12788.67578	356.3787842	415.6619873
318	12705.47461	12771.70215	350.6095581	416.8370972
319	12668.37109	12697.79492	350.5942078	380.0180359
320	12618.56152	12689.49316	353.0155029	423.9471436
321	12642.86523	12686.49414	355.2571106	398.8860168
322	12432.29102	12454.33105	355.203064	377.243103
323	12546.33496	12637.7168	357.243103	448.624939
324	12786.99121	12825.46289	356.8173523	395.289032
325	12826.74414	12883.99609	349.0299683	406.2819214
326	12735.33691	12777.03613	353.4317017	395.1309204
327	12797.28223	12853.37988	353.0235596	409.1212158
328	12788.31543	12800.5459	348.5119629	360.7424316
329	12882.1377	12901.60547	350.6366882	370.1044617
330	12606.99023	12620.05273	347.7668457	360.8293457
331	12850.35742	12880.8418	351.8794861	382.3638611
332	12824.42773	12830.40527	348.9874573	354.9649963
333	12410.82617	12445.28418	344.0333252	378.491333
334	12711.77637	12747.04395	356.689209	391.9567871
335	12607.9209	12630.62793	358.2572632	380.9642944
336	12746.43652	12773.09375	353.9084473	380.5656738
337	12851.40625	12821.20508	357.4853821	327.2842102
338	12819.39063	12846.23926	356.6374207	383.4860535
339	12875.79395	12904.58594	352.2411804	381.0331726
340	12715.8916	12791.89551	342.7153625	418.7192688
341	12798.59961	12859.23828	346.7943726	407.4330444
342	12712.56543	12834.88184	337.4058228	459.722229
343	12815.22363	12899.81738	349.4154968	434.0092468
344	13064.37012	13169.04688	346.6576843	451.3344421
345	12826.13477	12932.80176	358.3758545	465.0428467
346	13019.37793	13110.33301	353.6991577	444.6542358
347	12862.26465	12939.86719	342.9898376	420.5923767
348	12782.16895	12860.56934	350.6188965	429.0192871
349	12743.7959	12801.88965	346.0306396	404.1243896
350	12481.02539	12596.19727	351.6286316	466.8005066
351	12472.23047	12610.90625	348.8824768	487.5582581
352	12897.35254	13018.03027	355.8992615	476.5769958
353	12584.83301	12679.2168	354.5505981	448.9343872
354	12661.49023	12752.0166	354.8253174	445.3516846
355	12682.8125	12794.85059	356.4332886	468.4713745
356	12562.15137	12670.53613	357.2433472	465.6281128
357	12735.50195	12846.90918	348.8641052	460.2713318
358	12630.30859	12717.91797	351.5053101	439.1146851
359	12773.51855	12816.24414	354.9837036	397.7092896
360	13009.96875	13086.19727	348.8183594	425.046875
361	12542.37695	12608.2041	348.5675354	414.3946838
362	12783.10352	12894.6709	341.2506714	452.8180542
363	13048.01563	13094.48828	355.9110413	402.3836975
364	12862.30371	12923.375	348.7369385	409.8082275
365	12632.22363	12694.9707	353.1015015	415.8485718
366	12599.07617	12655	355.4910278	411.414856
367	12643.04297	12686.88281	346.6567078	390.4965515
368	12653.65918	12707.6084	348.6129761	402.5621948
369	12584.46973	12649.02246	353.9989319	418.5516663
370	12701.70313	12777.55664	343.213501	419.0670166
371	12582.81055	12631.67871	353.0441895	401.9123535
372	12616.74512	12680.23145	352.9429321	416.4292603
373	12511.98535	12565.21875	350.3504028	403.5838013
374	12432.66016	12506.90625	345.916748	420.1628418
375	12714.8916	12758.65137	349.295105	393.0548706
376	12324.18066	12408.93359	346.5177002	431.2706299
377	12623.72852	12660.96777	347.3996277	384.6388855
378	12668.51953	12730.5918	339.8685913	401.9408569
379	12735.65723	12809.52344	352.5203857	426.3865967
380	12674.99219	12758.48242	338.9376831	422.4279175
381	12900.38184	12982.05664	346.5398254	428.2146301
382	12668.78516	12748.27441	346.5013428	425.9906006
383	12624.18457	12721.10254	349.5208435	446.4388123
384	12640.55078	12741.20703	354.097229	454.753479
385	12768.87109	12811.39746	346.680542	389.2069092
386	12926.23828	13034.86328	342.0089111	450.6339111
387	12983.7627	13053.11719	342.2848511	411.6393433
388	12805.32617	12887.35938	350.1461487	432.1793518
389	12951.92676	13017.39551	353.0547485	418.5234985
390	12968.1416	13033.25977	347.480072	412.5982361
391	12924.16504	12981.95605	355.5509338	413.3419495
392	12950.25	13022.16113	348.8807068	420.7918396
393	12911.53516	12987.74609	349.6439819	425.8549194
394	12647.11816	12667.88672	350.549469	371.3180237
395	12740.09082	12780.00195	345.1889038	385.1000366
396	13092.63281	13148.08398	344.9240417	400.3752136
397	12817.13965	12864.53223	349.2715149	396.664093
398	12923.44238	12958.60938	333.9656372	369.1326294
399	13071.72559	13093.88379	351.7669067	373.9251099
400	12963.79102	13002.80957	352.7948914	391.813446
401	12888.00195	12910.08008	349.4164429	371.4945679
402	12709.29688	12741.1416	354.200531	386.0452576
403	12682.12988	12742.98047	353.9022217	414.7528076
404	12722.45215	12775.62109	354.3266907	407.495636
405	12818.8457	12871.9043	343.979248	397.0378418
406	12713.32129	12791.85547	344.3605042	422.8946838
407	12659.69531	12729.32813	360.7843018	430.4171143
408	12989.21094	13024.59863	356.6494446	392.0371399
409	12703.31055	12740.52734	359.7495728	396.9663696
410	12815.9375	12878.69531	345.2349243	407.9927368
411	12862.32617	12924.84961	351.2843628	413.8078003
412	12587.08984	12673.79102	350.3605042	437.061676
413	12556.93945	12676.78125	340.9694214	460.8112183
414	12456.73438	12518.41406	345.5010071	407.1806946
415	12622.65234	12686.15137	355.0296326	418.528656
416	12642.43359	12732.8291	347.9371643	438.3326721
417	12620.10742	12719.71973	346.6400452	446.2523499
418	12589.89063	12671.86328	339.2867432	421.2593994
419	12752.09766	12795.5625	341.769104	385.2339478
420	12520.28906	12645.3291	353.4877625	478.5278015
421	12684.01855	12703.8623	365.704071	385.547821
422	12514.12695	12532.74023	348.1360168	366.7492981
423	12740.87109	12772.83496	351.8106689	383.7745361
424	12652.58398	12687.30664	352.3369446	387.0596008
425	12728.19043	12778.81934	357.489624	408.1185303
426	12611.18848	12707.41699	349.7799377	446.0084534
427	12622.5957	12641.56445	357.762085	376.730835
428	12882.94531	12946.62109	346.5317993	410.2075806
429	12716.92383	12747.0459	346.3970337	376.519104
430	12624.75	12690.3877	351.7583923	417.3960876
431	12819.73926	12862.95313	346.4898071	389.7036743
432	12576.99707	12642.20801	346.5192566	411.7301941
433	12404.41016	12489.51172	349.94104	435.0426025
434	12589.21191	12671.875	352.2019653	434.8650513
435	12648.90234	12724.0752	346.467926	421.6407776
436	12510.70898	12611.61035	340.5730286	441.4743958
437	12370.75	12446.87988	345.6963501	421.8262329
438	12248.63574	12351.21289	339.3815002	441.9586487
439	12300.19141	12382.31348	346.2927551	428.4148254
440	12454.70898	12560.62402	342.0451355	447.9601746
441	12453.28418	12535.10547	341.1026001	422.9238892
442	12573.97363	12595.83398	351.8277283	373.6880798
443	12674.87891	12731.44727	348.313446	404.8818054
444	12650.84668	12719.56738	346.8926697	415.6133728
445	12693.29102	12762.04199	360.2622681	429.0132446
446	12764.08301	12856.22266	338.8700256	431.0096741
447	12715.3584	12765.32324	355.8002014	405.7650452
448	12698.91113	12739.25977	340.4190369	380.7676697
449	12762.15918	12827.2168	345.7901306	410.8477478
450	12677.69629	12703.16406	339.7311096	365.1988831
451	12597.28613	12652.01953	343.6671753	398.4005737
452	12548.39551	12641.01758	342.1654358	434.7875061
453	12583.17773	12667.80762	350.6852417	435.3151245
454	12430.69434	12511.28613	349.8512878	430.4430847
455	12637.78027	12712.39355	346.4445801	421.0578613
456	12503.90918	12602.99512	348.5494385	447.635376
457	12476.85547	12557.77148	340.0757141	420.9917297
458	12386.42383	12475.85938	348.4840698	437.9196167
459	12540.73828	12585.30176	344.674469	389.2379456
460	12694.23242	12810.78027	344.5209045	461.0687561
461	12675.6084	12776.30176	349.9832458	450.6766052
462	12382.80469	12488.62695	349.2044067	455.0266724
463	12704.98828	12801.6582	336.500061	433.1699829
464	12897.85938	12985.43164	346.2457275	433.8179932
465	12617.78809	12715.08496	343.2157593	440.5126343
466	12650.90918	12737.82129	341.7902222	428.7023315
467	12622.13672	12694.39355	339.7165222	411.9733582
468	12708.59473	12811.90723	338.2035217	441.5160217
469	12783.94531	12914.41602	340.5360718	471.0067749
470	12944.06738	13060.86816	355.8459778	472.646759
471	12948.63965	13084.07031	347.1706543	482.6013184
472	12869.39453	13007.02441	355.9925232	493.622406
473	12828.98438	12958.49512	349.9887695	479.4995117
474	12984.70605	13137.18164	349.3293152	501.8049011
475	12769.48047	12881.97754	344.0569153	456.5539856
476	12715.83496	12861.46777	344.6991272	490.3319397
477	12577	12716.47656	347.502655	486.9792175
478	12735.70996	12871.67383	348.311676	484.2755432
479	12709.84473	12864.2168	342.9008484	497.2729187
480	12707.46387	12827.8916	348.4607544	468.8884888
481	12689.2998	12834.32227	343.553009	488.57547
482	12831.27832	12972.25586	339.5461426	480.5236816
483	12551.43066	12675.37988	350.9571228	474.9063416
484	12482.13379	12621.37598	348.6183167	487.8605042
485	12574.82617	12694.26367	340.7675781	460.2050781
486	12491.60156	12648.21582	342.5733643	499.1876221
487	12521.80273	12677.72852	339.4551697	495.3809509
488	12663.0127	12794.55859	341.6917114	473.2376099
489	12709.69824	12799.86035	344.7928162	434.9549255
490	12824.43262	12924.92969	341.0244141	441.5214844
491	12793.97266	12948.7002	343.1976624	497.9252014
492	12773.7207	12895.97363	350.4514465	472.7043762
493	13029.45801	13171.60156	347.9776306	490.1211853
494	13045.03223	13169.07813	349.2963562	473.3422546
495	12920.23438	13049.58691	330.2960205	459.6485596
496	12722.34961	12801.125	345.9034424	424.678833
497	12869.2373	12911.15234	348.5606995	390.4757385
498	12751.30078	12783.87598	329.2110291	361.7862244
499	12689.21484	12680.07129	331.3948059	322.2512512
500	12934.10547	12961.92676	329.2954712	357.1167603
501	12712.75098	12721.40527	341.9339905	350.5882874
502	13041.63281	13106.25977	350.8563843	415.4833374
503	12988.30957	13031.69043	347.4968872	390.8777466
504	12782.01367	12846.96973	354.5551453	419.5112
505	12694.0459	12756.27441	348.2589111	410.4874268
506	12698.26563	12794.81055	349.2015991	445.746521
507	13006.26953	13036.5752	348.120697	378.4263611
508	13064.04883	13121.74219	344.5242004	402.2175598
509	12891.13574	12942.57422	351.2917175	402.7301941
510	12833.66992	12904.78223	352.2859192	423.3982239
511	12913.56445	12968.50879	350.7852173	405.7295532
512	12917.77148	12981.26758	342.0679321	405.5640259
513	12648.48633	12715.21582	340.9510498	407.680542
514	12998.89551	13067.57324	337.3271179	406.0048523
515	12712.58887	12762.69727	335.4736023	385.5820007
516	12641.00879	12702.13281	343.8184509	404.9424744
517	12666.12207	12721.01758	349.6997375	404.5952454
518	12877.15332	12934.77246	346.9107971	404.5299377
519	12699.59961	12766.53809	349.8573303	416.7958069
520	12862.85547	12928.08594	346.3031006	411.5335693
521	12790.67383	12871.7207	338.4309998	419.4778748
522	12905.90527	12971.58691	348.7547302	414.4363708
523	12736.9248	12795.75488	338.5546265	397.3847046
524	12856.48047	12905.5293	343.112915	392.1617432
525	12922.59375	13001.45117	353.660675	432.5180969
526	12737.95996	12824.71875	340.6261292	427.3849182
527	12667.3584	12708.51953	348.1475525	389.3086853
528	12609.31152	12687.44824	340.052063	418.1887817
529	12723.10742	12805.25293	355.0939941	437.239502
530	12529.68066	12619.07129	352.7445984	442.1352234
531	12901.30371	12982.94141	336.5671082	418.2048035
532	12831.87988	12921.74316	333.9784851	423.8417664
533	12877.29492	12924.90039	347.0920105	394.6974792
534	12788.38574	12839.38184	350.3516846	401.3477783
535	12714.23633	12788.41895	343.8305054	418.0131226
536	12922.55957	13018.05664	340.1830139	435.6800842
537	12763.54785	12831.49805	341.4217834	409.3719788
538	12819.56543	12872.59961	339.8718567	392.9060364
539	12716.78711	12735.91602	338.7375793	357.8664856
540	12928.21387	12987.98926	344.7817993	404.5571899
