Frames	sa_pro	sa_A	sa_C	sa_buried
1223	12727.85645	12810.02246	337.8511963	420.0172119
1224	12665.20215	12734.13379	349.6359253	418.5675659
1225	12585.10449	12679.29492	337.6624146	431.8528442
1226	12865.0791	12928.21387	335.2964172	398.4311829
1227	12956.82422	13010.59863	348.2943726	402.0687866
1228	13013.85059	13064.81934	350.1687012	401.1374512
1229	12817.25684	12937.94727	345.2062988	465.8967285
1230	12966.42188	13050.01758	339.7047119	423.300415
1231	12849.40918	12936.8125	346.3653564	433.7686768
1232	13046.93457	13148.0127	332.5021362	433.5802612
1233	13059.875	13169.79492	340.8422241	450.762146
1234	13004.5625	13103.0498	337.9949341	436.4822388
1235	12828.11523	12908.16406	347.2543335	427.3031616
1236	12991.13672	13103.52344	332.1596069	444.5463257
1237	12626.63184	12749.99512	342.2886047	465.651886
1238	12881.27832	12987.90039	350.2293091	456.8513794
1239	12769.31445	12894.5957	348.5091858	473.7904358
1240	12694.13965	12858.62305	343.4771423	507.9605408
1241	12464.53906	12595.78711	340.8558044	472.1038513
1242	12693.79199	12809.33398	353.3832092	468.9252014
1243	12752.98145	12875.38281	351.9631653	474.3645325
1244	12696.13379	12757.3457	338.9841309	400.1960449
1245	12613.01172	12643.62695	341.7610779	372.3763123
1246	12770.47852	12881.81641	338.637085	449.9749756
1247	12773.80176	12886.91309	343.3469238	456.458252
1248	12581.18945	12745.98926	336.637085	501.4368896
1249	12804.98828	12956.08594	338.2711792	489.3688354
