1	1.718548298
2	2.145183563
3	2.235185862
4	2.431557417
5	2.486220837
6	2.425412416
7	2.711057901
8	2.865788937
9	2.992238283
10	2.893280983
11	3.091801882
12	3.245362997
13	3.259210825
14	3.271185398
15	3.13119936
16	3.044547796
17	3.103829861
18	2.908169031
19	3.08660078
20	3.133357763
21	3.247811556
22	3.119647741
23	3.193134069
24	3.11375165
25	3.122003078
26	3.140202999
27	3.241477489
28	3.234015703
29	3.290036678
30	2.901204109
31	3.083846807
32	3.054918528
33	3.147843599
34	3.126788616
35	3.104791641
36	3.26456809
37	3.165183783
38	3.342877388
39	3.224651337
40	3.371373892
41	3.446234226
42	3.533831358
43	3.625235796
44	3.448027611
45	3.745671988
46	3.729022741
47	3.829463005
48	3.508263826
49	3.510176897
50	3.578023195
51	3.73531723
52	3.717101097
53	3.852085829
54	3.86197567
55	3.773151159
56	3.797781229
57	3.795831203
58	3.898756981
59	3.962981224
60	3.774337292
61	3.824443579
62	3.718737364
63	3.766085386
64	3.748872757
65	3.838502884
66	3.886055946
67	3.781840086
68	3.889925718
69	3.814572334
70	3.92449832
71	3.872541428
72	3.684215307
73	3.920046568
74	3.824153185
75	3.76437211
76	3.867645741
77	3.932998896
78	3.801047802
79	3.719159842
80	3.76846981
81	3.758627653
82	3.709617138
83	3.751351595
84	3.868966818
85	3.872069597
86	3.875459194
87	3.832478523
88	4.037602901
89	3.772432089
90	3.689050674
91	3.433366776
92	3.496988058
93	3.570602894
94	3.811502934
95	3.85040164
96	3.69723177
97	3.584555387
98	3.701977015
99	3.698607206
100	3.868432045
101	3.830700159
102	3.827176809
103	3.713677645
104	3.751221895
105	3.785269499
106	3.608138084
107	3.845506668
108	3.709482431
109	3.828003407
110	3.735063553
111	3.644543886
112	3.731064796
113	3.651064396
114	3.579130411
115	3.81925869
116	3.824716568
117	3.850465775
118	3.818024158
119	3.579217196
120	3.684575319
121	3.85455513
122	3.671844721
123	3.716941595
124	3.673143387
125	3.520653963
126	3.600644112
127	3.678352356
128	3.809636116
129	3.796235561
130	3.755276918
131	3.632313728
132	3.742313623
133	3.84862709
134	3.828217745
135	3.812131405
136	4.0477705
137	4.118366718
138	3.907451391
139	3.832800388
140	3.924882889
141	3.718747139
142	3.813350439
143	3.862500906
144	3.793233395
145	3.811929703
146	3.784003973
147	3.83567524
148	3.836287975
149	3.944926023
150	3.729038
151	3.883769512
152	3.916336536
153	3.904011011
154	3.832961082
155	3.911294937
156	3.734129429
157	3.932227135
158	3.833841562
159	3.832788944
160	3.825527191
161	3.789868355
162	3.832008362
163	3.893938303
164	3.653234243
165	3.643092155
