Frames	sa_pro	sa_A	sa_C	sa_buried
275	13692.72754	13714.50098	358.2612305	380.034668
276	13671.93359	13688.71387	352.6231995	369.4034729
277	13631.9248	13657.26074	325.8870239	351.2229614
278	13786.57031	13772.98047	334.9330139	321.3431702
279	13794.66699	13758.2334	337.7202148	301.2866211
280	13866.59766	13824.24219	334.8983154	292.5428467
281	13870.79883	13804.55371	352.8996277	286.6545105
282	13824.23828	13702.18457	344.5375061	222.4837952
283	13690.86035	13614.12695	327.6701355	250.9367371
284	13712.70801	13710.95313	361.4721985	359.7173157
285	13496.87891	13534.24316	337.5169067	374.8811646
286	13520.4873	13583.38184	340.0822144	402.9767456
287	13391.04883	13420.07324	342.4562073	371.4806213
288	13352.20215	13382.04297	339.9165955	369.7574158
289	13675.93262	13675.05273	338.8624878	337.982605
290	13401.18457	13437.52441	338.2716675	374.6115112
291	13471.59863	13514.12109	333.7818909	376.3043518
292	13329.77051	13366.87109	345.978363	383.078949
293	13436.83496	13451.875	345.1708374	360.2108765
294	13390.20898	13451.2627	342.4308777	403.4845886
295	13464.87695	13508.76367	343.3886719	387.2753906
296	13427.15332	13444.20605	342.855072	359.9078064
297	13699.4248	13690.76953	348.568512	339.9132385
298	13338.45215	13355.42871	352.57724	369.5538025
299	13365.61914	13354.91406	341.8867493	331.1816711
300	13308.95801	13317.25391	344.7958679	353.0917664
301	13248.78809	13330.15723	341.7133179	423.0824585
302	13393.45703	13469.11035	342.5128479	418.1661682
303	13280.29297	13348.22656	339.0710754	407.0046692
304	13303.60742	13359.22461	343.5739136	399.1911011
305	13290.91797	13322.90527	344.7151794	376.7024841
306	13251.16016	13299.41895	338.0999451	386.3587341
307	13390.63281	13418.41797	337.7946167	365.5797729
308	13138.91406	13176.35742	336.8591919	374.3025513
309	13273.1875	13341.83105	338.9457092	407.5892639
310	13186.85449	13266.91992	345.2575378	425.3229675
311	13314.24121	13420.72949	342.0878296	448.5761108
312	13538.4209	13570.63867	341.5673523	373.7851257
313	13250.55762	13283.48047	335.282074	368.2049255
314	13481.02441	13473.2334	343.6040344	335.8130188
315	13379.74805	13423.22461	339.1088257	382.5853882
316	13252.67676	13342.96973	338.5440979	428.8370667
317	13520.69336	13572.44238	337.6377869	389.3868103
318	13498.97363	13537.41699	352.3525391	390.7958984
319	13369.9707	13457.04199	339.5624695	426.6337585
320	13206.00293	13344.40723	341.4527283	479.8570251
321	13429.74023	13465.29492	345.8956604	381.4503479
322	13564.17871	13599.61328	345.8212585	381.2558289
323	13379.36523	13437.02148	344.1305847	401.7868347
324	13693.23242	13693.95801	346.1452026	346.8707886
325	13871.04883	13926.43652	344.5797424	399.9674377
326	13433.40625	13449.2998	343.8955994	359.7891541
327	13550.01855	13580	358.411499	388.3929443
328	13595.58105	13634.55371	340.4825439	379.4552002
329	13782.98926	13812.62402	350.3896179	380.0243835
330	13485.79492	13546.2959	340.0083008	400.5092773
331	13631.97852	13664.34766	341.8824463	374.2515869
332	13933.59668	14046.00488	348.7130432	461.1212463
333	13651.03906	13712.55469	337.8398743	399.3554993
334	13872.38965	13913.18945	337.5958252	378.3956299
335	13690.73438	13727.85547	351.8643799	388.9854736
336	13634.3584	13634.91309	345.1851501	345.7398376
337	13452.82031	13525.6543	339.9924927	412.8264771
338	13432.77734	13474.51855	342.3127747	384.0539856
339	13536.60742	13577.62207	339.5094604	380.5241089
340	13359.57813	13444.81055	348.9907532	434.223175
341	13720.11621	13793.11621	344.6013489	417.6013489
342	13426.20996	13521.62402	350.5215759	445.9356384
343	13410.20508	13490.13867	344.4718628	424.4054565
344	13417.57324	13466.18164	346.1268921	394.7352905
345	13539.78223	13553.15625	346.8482361	360.2222595
346	13213.23438	13263.37402	337.2148132	387.3544617
347	13199.24316	13270.4375	347.5800781	418.7744141
348	13260.19043	13338.26953	346.4573975	424.536499
349	13492.21973	13587.59668	336.5635986	431.9405518
350	13419.68848	13527.41797	352.6098938	460.339386
351	13172.08203	13252.92676	338.1786194	419.0233459
352	13242.57715	13314.5957	341.1664429	413.1849976
353	13108.2334	13208.38379	339.7479553	439.8983459
354	13009.08594	13112.33203	341.698761	444.9448547
355	13289.41309	13387.55957	339.3933411	437.5398254
356	13396.09961	13505.41602	344.4655762	453.7819824
357	13207.20117	13229.7002	344.1559753	366.6549988
358	13409.56543	13447.89063	343.073761	381.3989563
359	13294.57617	13362.94727	340.4084473	408.779541
360	13375.32715	13435.78223	346.2093506	406.6644287
361	13323.71777	13394.89648	341.1221924	412.3009033
362	13417.53418	13551.46973	349.6190796	483.5546265
363	13466.73535	13508.85254	333.2332764	375.3504639
364	13514.83105	13523.4541	341.8322449	350.4552917
365	13424.85938	13404.02344	335.2519836	314.4160461
366	13499.42871	13490.41406	353.8630066	344.8483582
367	13202.67578	13218.35645	351.3195496	367.0002136
368	13381.32031	13268.125	338.730835	225.5355225
369	13228.01855	13167.13574	356.1096191	295.2268066
370	13475.96582	13376.82227	333.5444336	234.4008789
371	13037.83398	13090.11621	344.227356	396.5095825
372	13225.3252	13273.9248	344.780304	393.3799133
373	13258.57617	13278.78906	341.8558044	362.0686951
374	13115.48926	13084.66016	348.9007874	318.0716858
375	13239.72949	13254.07422	347.0462341	361.3909607
376	13068.11035	13101.85742	329.7840576	363.5311279
377	13135.4707	13136.99902	348.6442261	350.1725464
378	12838.92969	12875.24316	344.4185791	380.7320557
379	12983.43945	12996.50684	342.8302002	355.897583
380	12896.48242	12933.38184	356.545929	393.445343
381	12937.49023	13016.2959	351.1994324	430.0050964
382	12867.1875	12967.69629	335.7010498	436.2098389
383	12988.63965	13033.47754	350.9393311	395.7772217
384	12924.43652	12973.35938	350.7115784	399.6344299
385	13129.7793	13164.85742	344.1343079	379.2124329
386	12873.85352	12941.57227	343.9300232	411.6487732
387	12889.3877	12888.66211	351.0662231	350.3406372
388	12965.97949	12985.02441	341.1169128	360.1618347
389	13105.30664	13112.3916	346.7770691	353.86203
390	13207.16309	13212.49512	349.1699829	354.5020142
391	12940.88281	12966.7959	357.4675598	383.3806458
392	12757.3623	12773.13086	357.8970642	373.6656189
393	12987.86914	13010.93066	351.7496033	374.8111267
394	13074.75098	13103	356.5632935	384.8123169
395	12896.74316	12906.58887	355.8708496	365.7165527
396	12941.00684	12936.26367	348.9412231	344.1980591
397	13168.37695	13162.03711	346.5958252	340.2559814
398	12978.9043	13049.40234	353.0388794	423.5369263
399	13073.09473	13133.48145	348.7127686	409.0994873
400	12856.83008	12912.47363	342.3044739	397.9480286
401	12774.99414	12843.16895	345.3776855	413.5524902
402	12756.14648	12773.54199	345.0306091	362.4261169
403	12927.4707	12985.43359	338.5883179	396.5512085
404	12752.96875	12789.64355	345.582489	382.2572937
405	12780.35254	12826.09473	349.6877441	395.4299316
406	12825.98633	12851.61914	342.8661499	368.4989624
407	12954.35449	12967.20703	350.1041565	362.9566956
408	12748.29883	12784.65625	341.5934143	377.9508362
409	12881.11328	12908.08301	343.7390442	370.7087708
410	12903.11914	12931.00977	358.5401611	386.4307861
411	12780.39258	12790.17383	349.807312	359.588562
412	12919.64746	12917.70117	353.8675842	351.9212952
413	12949.39844	12885.24707	351.9448547	287.7934875
414	12792.11328	12765.01855	344.9428711	317.8481445
415	12814.67578	12749.44043	350.8900452	285.6546936
416	12844.70898	12867.6582	337.217804	360.1670227
417	12889.88965	12896.74609	334.526825	341.3832703
418	12725.72754	12720.78418	337.4746704	332.531311
419	13107.68848	13101.33301	332.2088928	325.8534241
420	13056.61133	13114.29297	346.9396362	404.6212769
421	12731.31445	12767.28613	346.0909729	382.0626526
422	12904.58594	12950.97266	333.4011536	379.7878723
423	12764.76855	12842.07031	347.3682251	424.6699829
424	12902.01563	12935.44141	335.3650513	368.7908325
425	12905.37109	12947.69434	345.5726929	387.8959351
426	12785.57227	12833.72656	341.1639099	389.3182068
427	12802.80273	12860.61914	337.0818481	394.8982544
428	12996.33984	13049.00977	329.583252	382.2531738
429	13149.2207	13218.49707	341.1086121	410.3849792
430	12881.1123	12965.07617	335.6975403	419.6614075
431	13110.75293	13166.02051	338.9854126	394.2529907
432	13038.77051	13071.43555	348.1485291	380.8135681
433	12993.67285	12981.30176	344.1702881	331.7991943
434	12864.51953	12918.27539	340.6627808	394.4186401
435	12697.01563	12700.07715	338.403595	341.4651184
436	12833.01855	12895.42285	338.6567078	401.0610046
437	12739.97852	12810.59668	332.6889038	403.3070679
438	12730.66309	12788.83203	334.7970276	392.9659729
439	12787.53613	12856.73047	334.0164185	403.2107544
440	13014.42969	13093.18945	345.6878052	424.4475708
441	12994.85254	13068.31641	339.0874329	412.5513
442	12819.35547	12907.46582	335.9639893	424.0743408
443	13032.6543	13042.40039	330.1512451	339.8973389
444	12724.07129	12753.95313	335.4630432	365.3448792
445	13039.66211	13042.28711	329.3831787	332.0081787
446	13071.05469	13113.57422	336.0144958	378.5340271
447	12499.63477	12547.38477	335.9518738	383.7018738
448	12756.04199	12776.48926	347.487854	367.9351196
449	12832.00781	12897.65234	331.8155518	397.460083
450	12773.27734	12778.46875	332.6589661	337.8503723
451	12850.61523	12907.02832	331.8113098	388.2243958
452	12642.51563	12649.16797	336.0936584	342.7460022
453	12751.22852	12806.71582	343.7782593	399.265564
454	12935.04688	12916.06543	336.6033325	317.6218872
455	12725.14648	12751.01465	332.3601685	358.2283325
456	12939.55176	12972.70117	330.868042	364.0174561
457	12898.65625	12909.43262	337.2992249	348.075592
458	12909.60156	12888.77148	342.5532532	321.723175
459	12805.94629	12813.0166	333.7957153	340.8660278
460	13208.41113	13213.00195	331.6275635	336.2183838
461	12890.24902	12897.52832	333.5733032	340.8526001
462	13071.46191	13100.54688	340.7786255	369.8635864
463	12843.22168	12859.20703	338.7808228	354.7661743
464	12832.30762	12844.6748	343.0551758	355.4223633
465	12716.90332	12709.94629	345.0341187	338.0770874
466	12839.28418	12868.85547	331.7871704	361.3584595
467	12845.62402	12866.78418	339.3060913	360.4662476
468	12628.92578	12647.24316	328.4113159	346.7286987
469	13083.66406	13078.64355	326.2008972	321.1803894
470	12690.88867	12708.16797	330.0959778	347.3752747
471	12908.11035	12919.43848	330.7818298	342.1099548
472	12789.11523	12796.43945	338.2555542	345.5797729
473	12804.5293	12821.29199	332.0101013	348.7727966
474	12731.7207	12762.71875	331.8230286	362.8210754
475	12742.17188	12742.44824	333.3433533	333.6197205
476	12865.36719	12884.37109	329.7408752	348.7447815
477	12771.32031	12771.14746	337.8604736	337.6876221
478	12876.94629	12905.10352	334.1416016	362.2988281
479	12819.84668	12832.86719	337.9399109	350.9604187
480	12941.2334	12964.76367	325.2895813	348.8198547
481	12800.64746	12816.15137	336.463623	351.9675293
482	12758.46973	12791.62402	332.8930054	366.0473022
483	12997.00195	13035.16406	327.9483948	366.1105042
484	12801.77148	12847.99707	329.8765564	376.1021423
485	12940.24805	12945.18848	331.0560303	335.99646
486	13018.69434	13042.48828	338.5079346	362.3018799
487	12975.08691	12997.69727	338.6174622	361.2278137
488	12786.45801	12828.92676	341.8721619	384.3409119
489	12921.66016	12958.38477	336.6729736	373.397583
490	12929.56641	12987.11328	339.5684814	397.1153564
491	13059.69141	13080.39746	342.7163391	363.4223938
492	13146.01074	13199.51074	334.5223389	388.0223389
493	13055.72754	13101.61914	336.1768188	382.0684204
494	13181.01953	13202.29883	337.8021851	359.0814819
495	13276.3457	13305.4707	332.4931641	361.6181641
496	13246.82422	13273.14258	327.1376038	353.4559631
497	13186.59277	13209.51172	333.9618835	356.8808289
498	12908.15918	12945.50195	331.0897522	368.4325256
499	13394.27539	13414.04688	333.8138428	353.5853271
500	13098.13184	13115.37207	328.3417053	345.5819397
501	13116.15332	13154.19922	330.0962219	368.1421204
502	13010.33105	13052.87891	334.7035522	377.2514038
503	12750.0166	12777.25586	335.4145508	362.6538086
504	12956.87891	13020.72852	326.4439087	390.2935181
505	12998.52246	13043.125	334.8523254	379.4548645
506	13058.05078	13109.05176	335.9893494	386.9903259
507	12993.9834	13019.88672	346.8343811	372.7377014
508	13093.90625	13112.84668	331.269165	350.2095947
509	13205.69043	13189.5127	341.0892639	324.9115295
510	13210.45508	13204.75195	333.7907104	328.0875854
511	13062.98828	13078.04199	342.7842712	357.8379822
512	13169.08105	13159.5332	345.611908	336.0640564
513	13229.82617	13237.74805	342.4680786	350.3899536
514	13388.41797	13417.93164	335.5130615	365.0267334
515	13206.25	13246.83301	339.0627747	379.6457825
516	13269.91797	13289.9502	333.5836182	353.6158447
517	12820.96094	12855.4502	336.236145	370.7254028
518	13012.72559	13031.81348	332.5992126	351.6871033
519	12979.70215	13023.63477	331.3970642	375.3296814
520	12920.01074	12914.87793	322.6941223	317.5613098
521	12909.25391	12938.29688	331.1425171	360.1854858
522	13027.375	13071.93359	334.1792908	378.7378845
523	13034.71289	13061.07129	326.099884	352.4582825
524	13113.57227	13153.34863	334.7249146	374.5012817
525	12894.9873	12934.07031	324.8140869	363.8970947
526	13274.22266	13310.30371	335.8460693	371.927124
527	12891.83105	12919.63086	331.7203064	359.5201111
528	12828.65234	12856.47266	337.9102478	365.7305603
529	12855.17871	12863.54785	326.9191589	335.2882996
530	12617.33008	12650.25879	330.5000916	363.4288025
531	12805.0918	12845.76855	332.3224487	372.9992065
532	12800.04883	12763.64453	347.1321716	310.7278748
533	12743.64551	12743.1582	352.2738647	351.7865601
534	12982.96094	12999.33398	348.2966003	364.6696472
535	13178.4082	13165.21094	336.1766052	322.9793396
536	12882.48828	12920.13379	337.85495	375.5004578
537	12933.57715	12949.41211	342.5517578	358.3867188
538	12944.1377	12898.30176	341.5645447	295.7286072
539	13066.87305	13065.75879	352.645813	351.5315552
540	13084.42285	13049.9668	346.6463928	312.1903381
